"Group.1" "Group.2" "CXQ_T_tpm" "GY_T_tpm" "HCM_T_tpm" "LGL_T_tpm" "MYP_T_tpm" "SMJ_T_tpm" "XB_T_tpm" "CXQ_N_tpm" "GY_N_tpm" "HCM_N_tpm" "LGL_N_tpm" "MYP_N_tpm" "SMJ_N_tpm" "XB_N_tpm"
"19682" "MPHOSPH10P2" "MPHOSPH10P2" 0 0 0 0.45 0.26 0 0 0 0 0 0 0 0 0
"19683" "MPHOSPH10P3" "MPHOSPH10P3" 0.38 0 0.33 0 0 0.13 0.22 0.27 0 0.57 0.18 0.06 0 0.05
"19684" "MPHOSPH10P4" "MPHOSPH10P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19685" "MPHOSPH10P5" "MPHOSPH10P5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19686" "MPHOSPH10P6" "MPHOSPH10P6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19687" "MPHOSPH10P7" "MPHOSPH10P7" 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0
"19688" "MPHOSPH10P9" "MPHOSPH10P9" 0 0 0.29 0 0.38 0 0 0 0 0 0 0.05 0.05 0
"19689" "MPHOSPH6" "MPHOSPH6" 29.94 25.45 40.79 42.63 41.44 33.39 25.87 24.34 21.6 21.16 19.08 29.79 22.59 18.56
"19690" "MPHOSPH6-DT" "MPHOSPH6-DT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19691" "MPHOSPH6P1" "MPHOSPH6P1" 0 0 0 0 0 0 0 0 0 0 0 0.88 0 0
"19692" "MPHOSPH8" "MPHOSPH8" 27.81 18.26 24.97 15.58 37.38 22.47 16.35 15.3 22.55 20.83 19.17 26.67 13.53 8.76
"19693" "MPHOSPH9" "MPHOSPH9" 15.18 7.2 11.24 10.41 16.67 16.4 3.14 5.64 4.74 7.51 5.71 8.32 8.2 2.38
"19694" "MPI" "MPI" 32.04 29.61 43.02 32.34 28.75 30.88 25.25 33.33 37.17 54.04 57.49 42.02 45.18 30.11
"19695" "MPIG6B" "MPIG6B" 0.57 0.19 0.21 0.21 0.69 0.06 0.19 0.12 0.26 0.2 0.28 0.1 0.13 0.13
"19696" "MPL" "MPL" 0.11 0.12 0.23 0.06 0.04 0.18 0.18 0.22 0.11 0.18 0.12 0.18 0.18 0.08
"19697" "MPLKIP" "MPLKIP" 2.08 1.62 3.07 1.54 2.13 1.69 5.44 1.39 1.07 1.01 1.08 1.31 1.39 0.92
"19698" "MPND" "MPND" 8.47 10.79 5.17 10.99 6.67 7.15 20.08 15.66 10.14 17.89 13.76 10.98 16.7 17.11
"19699" "MPO" "MPO" 0.06 0.16 0.23 0.21 0.15 0.16 0.19 0.07 0 0.04 0.19 0.05 0.08 0.05
"19700" "MPP1" "MPP1" 22.08 9.09 32.28 16.43 52.61 31.8 39.74 16.19 20.82 17.25 14.66 16.64 19.28 11.63
"19701" "MPP2" "MPP2" 0.26 0.27 0.72 0.17 0.68 0.38 0.74 0.43 0.3 0.75 0.48 0.9 0.51 0.37
"19702" "MPP3" "MPP3" 1.16 2.61 3.26 1.88 2.76 3.73 3.12 1.14 0.96 1.11 0.63 1.41 2.36 0.53
"19703" "MPP4" "MPP4" 0.1 0.16 0 0.09 0.07 0.04 0.1 0 0 0 0 0.03 0 0.02
"19704" "MPP7" "MPP7" 10.19 5.3 7.99 4.41 5.66 6.58 6.84 5.68 10.53 6.37 9.58 7.31 6.54 1.79
"19705" "MPP7-DT" "MPP7-DT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19706" "MPPE1" "MPPE1" 13.59 18.76 16.09 23.71 19.27 14.98 13.74 23.08 27.15 30.06 25.22 20.67 27.57 15.42
"19707" "MPPE1P1" "MPPE1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19708" "MPPED1" "MPPED1" 0 0 0 0 0.04 0 0 0.03 0.07 0.12 0.07 0.05 0.02 0
"19709" "MPPED2" "MPPED2" 0.2 0.26 1.45 0.6 0.52 0.25 0.17 0.32 0.6 0.2 0.72 0.54 0.23 0.22
"19710" "MPPED2-AS1" "MPPED2-AS1" 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0
"19711" "MPRIP" "MPRIP" 42.62 58.77 76.09 67.65 36.62 57.31 67.86 35.38 48.1 59.99 50.57 50.76 44.8 40.31
"19712" "MPRIP-AS1" "MPRIP-AS1" 0 0.07 0.31 0 0 0.15 0 0 0.07 0 0.07 0 0 0
"19713" "MPRIPP1" "MPRIPP1" 0.07 0 0 0.22 0.52 0.07 0.06 0 0.07 0.27 0.27 0 0.21 0
"19714" "MPST" "MPST" 22.23 25.85 29.46 32.14 21.39 9.84 126.34 28.52 26.5 36.81 40.46 21.1 29.49 30.31
"19715" "MPTX1" "MPTX1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19716" "MPV17" "MPV17" 47.33 51.91 51.43 55.25 70.36 43.14 44.49 29.1 28.04 23.69 30.14 37.44 28.49 29.99
"19717" "MPV17L" "MPV17L" 10.05 3.89 6.03 1.74 2.89 9.16 0.8 1.44 1.91 1.73 2.46 2.49 2.81 1.52
"19718" "MPV17L2" "MPV17L2" 6.21 6.18 3.17 4.29 6.51 6.4 16.92 4.83 3.05 2.55 3.72 4.59 4.98 7.36
"19719" "MPV17L2P1" "MPV17L2P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19720" "MPZ" "MPZ" 1.34 1.34 3.7 0.36 3.34 0.61 0.52 4.04 3 3.67 3.59 5.13 1.75 2.8
"19721" "MPZL1" "MPZL1" 56.52 61.48 49.67 53.23 66.52 62.82 49.68 37.15 39.48 38.15 33.58 45.55 36.7 30.8
"19722" "MPZL2" "MPZL2" 73.69 43.25 32.32 43.31 36.42 23.15 33.19 26.08 39.84 54.65 30.86 33.46 39 19.14
"19723" "MPZL3" "MPZL3" 15.52 5.49 7.8 6.35 13.67 7.56 5.49 5.04 6.51 6.29 4.46 4.22 7.91 2.05
"19724" "MR1" "MR1" 4.01 10.99 10.47 12.37 12.43 9.11 6.58 4.78 6.27 4.9 5.75 11.44 6.71 4.92
"19725" "MRAP" "MRAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19726" "MRAP-AS1" "MRAP-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19727" "MRAP2" "MRAP2" 8.38 5.9 3.51 3.37 0.39 0.35 2.25 5.57 8.11 3.67 3.9 3.69 4.23 7.61
"19728" "MRAS" "MRAS" 2.82 7.02 8.22 4.19 7.78 7.42 4.4 1.29 1.99 1.77 1.03 5.43 1.44 1.91
"19729" "MRC1" "MRC1" 2.78 9.9 18.34 4.29 18.66 17.93 7.87 11.05 17.88 10.69 12.99 12.26 9.14 4.21
"19730" "MRC2" "MRC2" 7.68 15.57 13.84 7.63 20.59 13.95 25.8 4.62 4.42 3.46 4.57 4.37 1.95 4.94
"19731" "MRE11" "MRE11" 14.58 7.58 16.74 12.67 14.59 10.07 9.46 3.24 3.59 4.05 4.38 6.24 4.23 2.3
"19732" "MRE11P1" "MRE11P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19733" "MREG" "MREG" 3.87 5.14 2.36 7.2 3.13 5.28 3.52 1.26 2.17 2.36 2.63 2.66 2.85 1.58
"19734" "MREGP1" "MREGP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19735" "MRFAP1" "MRFAP1" 128.31 152.83 167.66 152.15 140.04 178.88 129.97 110.85 93.08 83.71 87.92 136.48 98.37 101.18
"19736" "MRFAP1L1" "MRFAP1L1" 36.48 31.25 59.67 34.86 52.76 38.59 25.31 40.99 27.76 28.8 25.71 43.11 27.09 24.97
"19737" "MRFAP1P1" "MRFAP1P1" 0 0.42 0.04 0.21 0.13 0 1.1 0.17 0.2 0.18 0.17 0 0.39 0.15
"19738" "MRGBP" "MRGBP" 12.92 6.25 12.12 5.14 15.49 12.86 10.99 3.53 2.84 2.18 2.74 4.55 3.41 3.67
"19739" "MRGPRD" "MRGPRD" 0 0 0 0 0 0 0 0.07 0 0 0 0.25 0 0
"19740" "MRGPRE" "MRGPRE" 0.02 0 0.13 0 0.02 0 0 0.03 0 0 0 0.07 0 0.06
"19741" "MRGPRF" "MRGPRF" 0.9 2.8 4.93 0.96 2.07 2.35 10.97 1.64 1.65 0.72 1.07 8.28 1.17 2.96
"19742" "MRGPRF-AS1" "MRGPRF-AS1" 0 0 0.28 0.22 0.1 0 0.27 0 0.09 0 0.14 0.7 0.09 0.07
"19743" "MRGPRG" "MRGPRG" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19744" "MRGPRG-AS1" "MRGPRG-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19745" "MRGPRX1" "MRGPRX1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19746" "MRGPRX10P" "MRGPRX10P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19747" "MRGPRX11P" "MRGPRX11P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19748" "MRGPRX12P" "MRGPRX12P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19749" "MRGPRX13P" "MRGPRX13P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19750" "MRGPRX2" "MRGPRX2" 0 0 0.03 0 0 0 0.03 0.14 0.12 0.03 0.03 0.06 0 0
"19751" "MRGPRX3" "MRGPRX3" 0 0 0.14 0.04 0 0.09 0 0.04 0.01 0 0.08 0 0 0
"19752" "MRGPRX4" "MRGPRX4" 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0
"19753" "MRGPRX5P" "MRGPRX5P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19754" "MRGPRX6P" "MRGPRX6P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19755" "MRGPRX7P" "MRGPRX7P" 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0
"19756" "MRGPRX8P" "MRGPRX8P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19757" "MRGPRX9P" "MRGPRX9P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19758" "MRI1" "MRI1" 9.54 6.54 6.2 7.03 8.56 7.29 8.8 4.27 4.14 3.48 4.43 5.69 8.21 2.81
"19759" "MRLN" "MRLN" 0 4.16 0 0 0 0 0 0 0 0 0.24 0 0 0.23
"19760" "MRM1" "MRM1" 2.93 6.77 2.53 4.9 5.69 4.5 4.79 3.11 2.86 1.33 3.74 3.45 4.25 3.69
"19761" "MRM2" "MRM2" 28.19 18.93 25.46 20.93 25.3 23.58 21.25 13.79 8.14 8.4 8.73 14.69 10.67 9.28
"19762" "MRM3" "MRM3" 6.86 12.14 9.46 9.26 4.26 10.37 12.8 6.47 5.41 4.69 7.1 6.36 5.91 5.55
"19763" "MRM3P1" "MRM3P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19764" "MRM3P2" "MRM3P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19765" "MRNIP" "MRNIP" 13.72 10.73 23.26 10.47 17.56 10.82 9.54 8.87 9.46 9.5 8.5 12.07 12.39 4.48
"19766" "MRNIP-DT" "MRNIP-DT" 0.35 0.15 1 0.1 0.26 0.7 0.13 0.61 0.46 0.61 0.37 0.47 0.52 0.41
"19767" "MRO" "MRO" 0.04 0.06 0.12 0.24 0.35 0.78 0.54 0.05 0.23 0.16 0.7 0.12 0.38 0.14
"19768" "MROCKI" "MROCKI" 0.87 0.87 1.6 0.73 0.36 0.52 1.16 1.71 3.09 4.73 2.05 2.57 2.71 1.37
"19769" "MROH1" "MROH1" 5.72 4.77 9.5 5.23 19.3 6.71 22.39 4.23 3.68 4.74 4.78 5.02 5.24 3.8
"19770" "MROH2A" "MROH2A" 0.08 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"19771" "MROH2B" "MROH2B" 0 0 0.04 0 0.04 0 0 0 0 0 0 0 0 0
"19772" "MROH3P" "MROH3P" 0.03 0.05 0.06 0.24 0.05 0.13 0.09 1.63 0.89 2.99 1.84 0.58 1.9 0.67
"19773" "MROH4P" "MROH4P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19774" "MROH5" "MROH5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19775" "MROH6" "MROH6" 0.79 5.25 0.96 2.21 4.91 0.84 11.09 1.15 0.53 1.56 0.88 1.72 1.56 1.18
"19776" "MROH7" "MROH7" 1.33 0.15 2.19 0.86 0.35 0.04 0.11 0.51 1.53 2.28 2 1.57 1.32 0.53
"19777" "MROH7-TTC4" "MROH7-TTC4" 0 0.16 0.11 0.16 0.04 0.04 0 0.38 0.64 0.75 0.23 0.36 0.14 0.17
"19778" "MROH8" "MROH8" 0.84 0.51 1.36 1.7 0.58 0.35 0.34 0.55 0.58 0.59 0.72 0.67 0.75 0.56
"19779" "MROH9" "MROH9" 0.09 0 0.03 0 0.15 0 0 0 0 0 0 0 0 0
"19780" "MRPL1" "MRPL1" 28.44 33.14 36.45 31.28 25.25 55.67 26.22 24.04 19.42 13.99 22.52 25.02 21.74 17.65
"19781" "MRPL10" "MRPL10" 19.47 23.75 19.7 28.59 32.96 25.42 20.31 19.15 16.03 13.92 17.43 24.06 19.28 16.35
"19782" "MRPL11" "MRPL11" 29.84 25.99 21.47 35.21 28.87 37.8 56.04 32.12 16.03 19.83 26.96 24.32 28.02 40.41
"19783" "MRPL12" "MRPL12" 40.2 50.58 24.72 53.97 63.58 57.08 72.35 37.68 15.94 21.91 32.56 38.9 34.32 36.37
"19784" "MRPL13" "MRPL13" 73.46 68.71 77.7 40.69 83.73 72.9 49.42 43.05 36.8 30.12 35.34 41.01 42.84 32.63
"19785" "MRPL14" "MRPL14" 52.16 52.35 32.11 58.33 32.38 28.02 57.49 44.39 28.28 32.51 30.45 28.87 34.86 40.19
"19786" "MRPL15" "MRPL15" 67.34 95.79 101.46 80.15 103.58 110.69 95.58 58.42 41.76 38.16 52.5 48.11 54.64 40.95
"19787" "MRPL15P1" "MRPL15P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19788" "MRPL16" "MRPL16" 62.09 63.5 46.9 71.96 38.05 75.71 64.49 46.16 40.08 27.3 40.76 43.15 37.78 35.79
"19789" "MRPL17" "MRPL17" 44.28 41.07 62.32 34.2 29.04 53.88 34.94 17.02 13.46 10.45 11.06 18.67 16.76 21.23
"19790" "MRPL18" "MRPL18" 91.37 70.39 58.92 69.93 77.55 60.23 85.65 49.61 43.23 42.66 48.97 66.72 53.77 51.59
"19791" "MRPL19" "MRPL19" 28.87 22.11 23.08 36.3 27.77 39.79 22.81 15.75 8.65 8.5 15.53 17.16 13.89 9.56
"19792" "MRPL2" "MRPL2" 34.64 38.65 37.02 49.45 25.17 18.21 79.57 33.87 25.36 21.99 34.24 31.68 31.42 27.61
"19793" "MRPL20" "MRPL20" 86.1 93.3 118.55 142.63 122.76 92.53 143.98 78.13 48.88 58.82 63.96 95.88 73.82 109.12
"19794" "MRPL20-AS1" "MRPL20-AS1" 9.76 5.42 7.69 7.82 6.35 5.45 8.73 7.51 5.42 6.13 5.87 8.47 6.5 7.43
"19795" "MRPL20-DT" "MRPL20-DT" 2.1 2.44 3.85 1.94 3.66 2.08 2.11 2.24 2.05 1.97 2.29 2.56 2.68 2.7
"19796" "MRPL20P1" "MRPL20P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19797" "MRPL21" "MRPL21" 71.51 60.83 27.28 55.55 35.72 63.98 77.81 48.74 36.14 30.95 30.84 34.58 43.09 60.19
"19798" "MRPL22" "MRPL22" 49.06 48.34 43.17 47.45 24.06 54.83 33.96 32.61 25.58 22.75 32.2 31.87 27.07 22.03
"19799" "MRPL22P1" "MRPL22P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19800" "MRPL23" "MRPL23" 54.38 45.5 82.44 36.47 25.12 54.47 141.62 41.99 30.62 29.58 21.06 28.18 48.68 68.12
"19801" "MRPL23-AS1" "MRPL23-AS1" 0.11 0 1.12 0 0.04 0 0.06 0 0.19 0 0.2 0.07 0 0
"19802" "MRPL24" "MRPL24" 66.12 128.94 85.4 113.86 67.34 112.08 76.89 82.29 55.9 46.41 74.64 73.26 56.01 99.91
"19803" "MRPL27" "MRPL27" 43.92 85.9 49.87 82.34 70.18 74.18 50.05 88.22 67.75 61.11 66.46 65.92 70.05 93.74
"19804" "MRPL28" "MRPL28" 20.58 41.27 25.84 39.9 27.6 35.64 39.69 35.78 13.12 15.96 21.68 27.01 27.11 27.12
"19805" "MRPL2P1" "MRPL2P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19806" "MRPL3" "MRPL3" 119.15 101.75 109.82 101.72 93.88 168.5 192.76 48.49 57.79 31.97 53.26 70.91 51.58 49.18
"19807" "MRPL30" "MRPL30" 31.75 27.34 30.43 30.13 22.66 36.76 15.29 11.59 12.7 9.87 10.22 11.41 13.43 7.54
"19808" "MRPL30P1" "MRPL30P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19809" "MRPL32" "MRPL32" 72.61 70.66 85.96 59.99 78.93 95.02 66.84 53.64 39.79 30.42 40.24 49.85 50.24 43.53
"19810" "MRPL32P1" "MRPL32P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19811" "MRPL32P2" "MRPL32P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19812" "MRPL33" "MRPL33" 161.8 161 135.5 165.27 209.03 208.23 103.4 138.63 90.57 107.29 106.74 130.78 109.28 132.3
"19813" "MRPL34" "MRPL34" 34.43 27.64 30.97 38.69 24.19 26.7 130.72 34.86 24.16 23.89 27.73 26.97 35.86 30.48
"19814" "MRPL35" "MRPL35" 64.33 61.31 43.41 75 48.59 69.63 51.88 52.51 47.13 51.93 52.78 49.5 53.74 37.45
"19815" "MRPL35P1" "MRPL35P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19816" "MRPL35P2" "MRPL35P2" 0 0 0.24 0 0.51 0 0.22 0.2 0 0.23 0 0 0.23 0
"19817" "MRPL35P3" "MRPL35P3" 0 0 0 0 0 0.53 0.55 0 0 0 0 0 0 0
"19818" "MRPL35P4" "MRPL35P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19819" "MRPL36" "MRPL36" 38.53 34.34 40.18 38.94 54.41 59.2 63.48 26.13 14.4 11.97 18.23 22.99 22 26.36
"19820" "MRPL36P1" "MRPL36P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19821" "MRPL37" "MRPL37" 60.96 72.53 42.56 95.43 59.06 44.49 94.13 40.17 27.2 21.07 36.58 41.2 39.33 43.6
"19822" "MRPL37P1" "MRPL37P1" 0 0 0 0.06 0 0.06 0 0 0 0 0 0.1 0 0
"19823" "MRPL38" "MRPL38" 19.56 29.83 22.39 28.38 36.21 24.16 51.34 27.32 12.38 13.59 16.95 33.98 20.52 26.64
"19824" "MRPL39" "MRPL39" 19.64 25.44 10.5 30.8 21.22 22.8 24.64 21.86 18.95 15 21.49 19.68 18.92 16.48
"19825" "MRPL3P1" "MRPL3P1" 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0
"19826" "MRPL4" "MRPL4" 25.64 19.54 22.07 23.85 28.18 28.43 132.27 13.56 8.01 7.66 12.92 16.98 14.98 18.47
"19827" "MRPL40" "MRPL40" 30.42 39.98 38.34 40.5 33.36 68.14 28.58 33.09 22.52 22.04 20.48 29.56 24.61 29.28
"19828" "MRPL40P1" "MRPL40P1" 0.17 0 0 0 0 0 0 0 0 0 0 0 0.16 0
"19829" "MRPL41" "MRPL41" 10.01 10.08 6.51 12.46 12.08 13.23 145.53 18.2 8.85 13.34 15.89 11.39 16.56 19.02
"19830" "MRPL42" "MRPL42" 74.65 74.23 74.52 54.41 42.77 80.52 42.7 33.16 33.38 24.93 34.92 35.85 32.36 22.32
"19831" "MRPL42P2" "MRPL42P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19832" "MRPL42P3" "MRPL42P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19833" "MRPL42P4" "MRPL42P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19834" "MRPL42P6" "MRPL42P6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19835" "MRPL43" "MRPL43" 18.87 19.84 37.34 39.66 31.97 28.89 69.93 26.73 18.74 20.35 24.05 29.49 26.75 30.03
"19836" "MRPL44" "MRPL44" 29.26 32.99 22.63 40.71 26.56 41.3 22.07 26.65 18.33 24.22 25.02 28.59 27.35 21.18
"19837" "MRPL45" "MRPL45" 34.93 35.56 38.26 55.39 45.85 47.93 27.79 33.16 25.81 20.16 27.9 31.8 25.34 21.44
"19838" "MRPL45P1" "MRPL45P1" 0 0 0.57 0 0 0 0 0 0 0 0 0 0 0
"19839" "MRPL45P2" "MRPL45P2" 1.69 1.88 2.04 1.71 2.43 7.28 0.88 3.64 3.64 3.39 3.4 2.25 3.39 2.34
"19840" "MRPL46" "MRPL46" 18.14 23.42 20.12 31.32 19.47 38.17 19.98 20.52 18.45 16.44 17.68 22.34 15.89 16.67
"19841" "MRPL47" "MRPL47" 53.53 33.23 25.33 31.68 31.63 47.95 51.06 27.84 19.74 19.34 19.16 25.87 27.38 26.62
"19842" "MRPL48" "MRPL48" 48.08 26.49 30.56 44.12 31.39 34.63 30.85 24.22 21.39 17.38 21.58 21.79 26.66 26.29
"19843" "MRPL48P1" "MRPL48P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19844" "MRPL49" "MRPL49" 61.52 46.04 27.19 51.53 40.48 47.48 31.8 31.39 26.68 25.8 30.68 36.83 30.48 26.51
"19845" "MRPL49P1" "MRPL49P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19846" "MRPL49P2" "MRPL49P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19847" "MRPL50" "MRPL50" 15.09 8.87 18.76 11.82 9.78 16.26 8.99 5.91 5.48 4.1 4.85 6.83 5.6 3.81
"19848" "MRPL50P1" "MRPL50P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19849" "MRPL50P2" "MRPL50P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19850" "MRPL50P4" "MRPL50P4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19851" "MRPL51" "MRPL51" 85.89 88.52 100.58 107.18 95.23 134.17 103.61 87.6 59.07 62.63 63.15 65.16 76.24 100.54
"19852" "MRPL51P2" "MRPL51P2" 0 0 0 0 0 0 0 0 0 0 0 0.62 0 0
"19853" "MRPL52" "MRPL52" 21.41 43.69 38.92 33.26 61.13 46.85 94.83 25.22 15.51 22.25 25.29 34.81 32.84 38.54
"19854" "MRPL53" "MRPL53" 32.67 35.27 45.51 58.68 46.03 46.97 81.23 29.78 25.3 24.73 33.13 44.29 34.08 43.17
"19855" "MRPL53P1" "MRPL53P1" 0 0 0 0 0 0 0 0 0 0 0 3.39 0 0
"19856" "MRPL54" "MRPL54" 30.56 32.35 17.22 44.37 20.64 38.61 46.87 41.14 22.29 29.86 29.33 34.05 44.48 47.33
"19857" "MRPL55" "MRPL55" 5.57 26.31 15.67 13.44 20.87 14.41 63 14.54 6.53 31.79 7.32 14.02 18.2 16.11
"19858" "MRPL57" "MRPL57" 8.58 7.21 7.95 8.34 12.54 7.41 26.02 5.49 4.38 2.98 4.89 7.13 5 5.35
"19859" "MRPL57P1" "MRPL57P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19860" "MRPL57P3" "MRPL57P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19861" "MRPL57P6" "MRPL57P6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19862" "MRPL57P7" "MRPL57P7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19863" "MRPL57P8" "MRPL57P8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19864" "MRPL58" "MRPL58" 23.84 43.81 21.54 45.3 32.3 40.32 33.97 17.44 14.46 13.64 17.75 21.64 22.47 19.79
"19865" "MRPL9" "MRPL9" 61.17 38.82 51.5 52.52 41.39 59.88 60.69 30.03 25.55 22.88 27.13 31.93 29.34 34.02
"19866" "MRPL9P1" "MRPL9P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19867" "MRPS10" "MRPS10" 31.51 28.25 29.01 37.73 27.78 23.17 42.93 16.48 18.84 18.8 18.67 20.44 18.41 14.2
"19868" "MRPS10P1" "MRPS10P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19869" "MRPS10P2" "MRPS10P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19870" "MRPS11" "MRPS11" 19.36 21.52 21.1 24.1 17.4 24.21 26.31 21.15 15.33 19.67 20.4 19.94 26.97 27.92
"19871" "MRPS11P1" "MRPS11P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19872" "MRPS12" "MRPS12" 12.67 14.69 19.37 21.53 15.97 20.2 72.38 10.52 4.09 5.28 9.38 11.86 7.28 9.78
"19873" "MRPS14" "MRPS14" 18.54 18.1 19.51 19.18 15.83 24.36 16.82 16.43 16.25 12.4 14.57 16.32 14.48 15.13
"19874" "MRPS15" "MRPS15" 61.81 72.71 55.73 72.47 69.27 58.55 82.55 47.56 31.26 28.73 38.98 47.13 40.89 54
"19875" "MRPS15P1" "MRPS15P1" 0 0 0.13 0 0 0 0 0 0 0 0 0 0 0
"19876" "MRPS16" "MRPS16" 25.24 32.45 27.27 47.53 25.74 57.87 46.51 33.89 23.04 24.49 28.64 27.36 27.62 28.65
"19877" "MRPS16P1" "MRPS16P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19878" "MRPS16P2" "MRPS16P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19879" "MRPS16P3" "MRPS16P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19880" "MRPS17" "MRPS17" 18.37 11.34 23.96 15.76 16.71 23.88 14.93 11.95 7.66 6.72 8.33 9.36 9.34 8.46
"19881" "MRPS17P1" "MRPS17P1" 0 0.02 0 0 0.02 0.04 0.01 0.02 0.02 0.02 0 0 0 0.02
"19882" "MRPS17P3" "MRPS17P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19883" "MRPS17P5" "MRPS17P5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19884" "MRPS17P9" "MRPS17P9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19885" "MRPS18A" "MRPS18A" 47.13 47.95 32.37 48.44 28.34 26.59 71.25 57.5 30.23 28.95 30.52 35.43 47.79 42.21
"19886" "MRPS18AP1" "MRPS18AP1" 0.91 0 0.81 0 0.19 0.18 0.16 0.31 0 0.24 0.17 0.48 0.23 0.13
"19887" "MRPS18B" "MRPS18B" 43.62 66.38 56.77 87.4 41.15 34.1 59.46 48.93 43.52 35.33 49.98 42.35 47.95 35.65
"19888" "MRPS18BP1" "MRPS18BP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19889" "MRPS18BP2" "MRPS18BP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19890" "MRPS18C" "MRPS18C" 31.06 37.56 36.33 30.53 31.5 40.09 14.34 26.96 23.46 18.07 17.46 22.79 25.89 23.72
"19891" "MRPS18CP4" "MRPS18CP4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19892" "MRPS18CP6" "MRPS18CP6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"19893" "MRPS18CP7" "MRPS18CP7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
